term,pos,notes,is_case_sensitive,translation_ar,notes_ar,translation_ast,notes_ast,translation_bg,notes_bg,translation_br,notes_br,translation_ca,notes_ca,translation_cs,notes_cs,translation_da,notes_da,translation_de,notes_de,translation_el,notes_el,translation_en_ca,notes_en_ca,translation_en_gb,notes_en_gb,translation_en_us,notes_en_us,translation_eo,notes_eo,translation_es,notes_es,translation_et,notes_et,translation_eu,notes_eu,translation_fa,notes_fa,translation_fi,notes_fi,translation_fr,notes_fr,translation_fy,notes_fy,translation_ga,notes_ga,translation_gd,notes_gd,translation_gl,notes_gl,translation_he,notes_he,translation_hi,notes_hi,translation_hr,notes_hr,translation_hu,notes_hu,translation_ia,notes_ia,translation_id,notes_id,translation_ig,notes_ig,translation_it,notes_it,translation_ja,notes_ja,translation_jv,notes_jv,translation_ka,notes_ka,translation_ko,notes_ko,translation_krl,notes_krl,translation_la,notes_la,translation_lt,notes_lt,translation_mr,notes_mr,translation_ms,notes_ms,translation_nb,notes_nb,translation_nds,notes_nds,translation_nl,notes_nl,translation_nn,notes_nn,translation_oc,notes_oc,translation_pl,notes_pl,translation_pt,notes_pt,translation_pt_br,notes_pt_br,translation_ro,notes_ro,translation_ru,notes_ru,translation_rw,notes_rw,translation_si,notes_si,translation_sk,notes_sk,translation_sl,notes_sl,translation_sr,notes_sr,translation_sr_rs,notes_sr_rs,translation_sv,notes_sv,translation_tr,notes_tr,translation_uk,notes_uk,translation_vi,notes_vi,translation_zh_cn,notes_zh_cn,translation_zh_tw,notes_zh_tw
Barracks,noun,A casern building to recruit new soldiers. All tribes.,false,,,,,,,,,Quarter,,kasárna,,Barak,,Kaserne,,Στρατώνας,,,,,,,,,,Cuartel,,,,,,,,Kasarmi,,Caserne,,,,,,taigh-feachd,thaigh-feachd | taighe-fheachd | taigh-fheachd,,,,,,,,,Laktanya,,,,,,,,Caserma,,兵舎,兵士を生産する建物,,,,,,,,,,,Kareivinės,,,,,,,,Kasern,,Kazerne,,,,,,Koszary / kwatera zaciężnika (Imperium),,Caserna,,Quartel,,,,Казармы,,,,,,,,,,,,,,Kasern / Logement / Militärförläggning,"Word used depending of tribe:
Barbarians: Kasern
Atlanteans, Frisians: Logement
Empire: Militärförläggning",,,Казарма,,,,步兵营,,,
Barren Steppe,noun,,false,,,,,,,,,,,holá step,typ terénu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Csupasz sztyeppe,,,,,,,,Steppa arida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karg stäpp,,,,,,,,荒原,,,
Barrier,noun,"Military Building - Barbarians, Empire",false,,,,,Преграда,,,,Caserna,,hradba,,Fort,,Barriere,,Προμαχώνας,,,,,,,,,,Muralla,"Edificio militar - Bárbaros, Imperio",,,,,,,Rajalinnake,,Barrière,,,,,,taigh-faire,thaigh-faire | taighe-fhaire | taighean-faire | thaighean-faire,,,,,,,,,Határőrház,,,,,,,,Fortino,,防塞,(元: 関所),,,,,장벽,,,,,,Užkarda,,,,,,Barriere,,Uppass,,Barrière,,,,,,Bariera,,barreira,,Barreira,,,,Форпост,,,,,,hradba,,,,,,,,Fort,,,,Застава,,,,关卡,,,
Basket,noun,"Ware - Empire, Frisians",false,,,,,Кошница,,,,Cistell,,koš,,Kurv,,Korb,,Καλάθι,,,,,,,,,,Cesta,Mercancía - Imperio,,,,,,,Kori,,Panier,,,,,,cliabh,fir. gin. ┐ iol. clèibh,,,,,,,,,Kosár,,,,,,,,Cesto,,かご,(保留),,,,,,,,,corbis,,Krepšys,,,,,,Kurv,,Körv,,Mand,,,,,,Kosz,,cesto,,Cesta,,,,Корзина,,,,,,kôš,,,,,,,,Korg,,,,,,,,篮子,,,
Battle Arena,noun,Training Building - Barbarians,false,,,,,Бойна арена,,,,Palestra d’Entrenament,,bitevní aréna,,Kamparena,,Arena,,Αρένα Μάχης,,,,,,,,,,Arena de Batalla,Edificio de entrenamiento - Bárbaros,,,,,,,Taisteluareena,,Arène de combat,,,,,,raon catha,raoin catha | raointean catha,,,,,,,,,Harci Aréna,"ötletes volt a Küzdőtér, de sajnos sokkal több helyen szerepelt így",,,,,,,Arena di battaglia,,闘技場,,,,,,,,,,arena bellandi,,Kovos arena,,,,,,Stridsplass,,Slachtenring,,Gevechtsarena,,,,,,Arena bitewna,,arena de combate,,Arena de Batalha,,,,Арена поединков,,,,,,zápasnícka aréna,,,,,,,,Stridsarena,,,,,,,,搏击场,,,
Battle Ax,noun,Ware - Weapon - Barbarians,false,,,,,Бойна брадва,,,,Destral de Batalla,,bojová sekera,,Stridsøkse,,Streitaxt,,Πέλεκυς Μάχης,,,,,,,,,,Hacha de Batalla,Mercancía - Arma - Bárbaros,,,,,,,,,Hache de combat,,,,,,tuagh-chatha,thuagh-chatha | tuaighe-catha | tuaghan-catha | thuaghan-catha,,,,,,,,,Harci fejsze,,,,,,,,Ascia da battaglia,,戦斧,(元: バトルアックス),,,,,,,,,ascia bellandi,,Kovos kirvis,,,,,,Stridsøks,,Kriegsext,,Slagbijl,,,,,,Topór bojowy,,machado de batalha,,Machado de Batalha,,,,Боевой топор,,,,,,bojová sekera,,,,,,,,Stridsyxa,,,,Бойова сокира,,,,战斧,,,
Be Careful,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Csak óvatosan,,,,,,,,Sii cauto,Fai attenzione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Var försiktig,,,,,,,,,,,
Beekeeper,noun,Worker - Frisians,false,,,,,,,,,Apicultor,,včelař,,Biavler,,Imker,,Μελισσοκόμος,,,,,,,,,,Apicultor,,,,,,,,,Mehiläistarhuri,Apiculteur,,,,,,beachlannair,bheachlannair |,,,,,,,,,Méhész,,,,,,,,Apicoltore,,養蜂家,,,,,,양봉업자,,,,,,Bitininkas,,,,,,,,Imker,,Imker,,,,,,Pszczelarz,,Apicultor,,,,,,Пчеловод,,,,,,,,,,,,,,Biodlare,,,,,,,,养蜂人,,,
Beekeeper’s House,noun,Production Building - Frisians,false,,,,,,,,,Casa de l’apicultor,,včelařský domek,,Biavlers hus,,Imkerei,,Σπίτι Μελισσοκόμου,,,,,,,,,,Casa del Apicultor,,,,,,,,,Mehiläistarha,Maison d'apiculteur,,,,,,beachlann,bheachlann | beachlainn | bheachlainn | beachlannan | bheachlannan,,,,,,,,,Méhészház,,,,,,,,Casa dell'apicoltore,,養蜂家小屋,,,,,,양봉업자의 집,,,,,,Bitininko namas,,,,,,,,Imkeree,,Imkerij,,,,,,Dom pszczelarza,,cabana de apicultor,,,,,,Домик пчеловода,,,,,,,,,,,,,,Bigård,,,,,,,,养蜂房屋,,,
Beer,noun,"Ware - Barbarians, Empire, Frisians",false,,,,,Бира,,Bier,,Cervesa,,pivo,,Øl,,Bier,,Μπύρα,,,,,,,,,,Cerveza,"Mercancía - Bárbaros, Imperio",,,,,,,Olut,,Bière,,,,,,leann,leanna | leanntan,,,,,,,,,Sör,,,,,,,,Birra,,ビール,,,,,,맥주,,,,cervisia,,Alus,,,,,,Øl,,Beer,,Bier,,,,,,Piwo,,cerveja,,Cerveja,,,,Пиво,,,,,,pivo,,,,,,,,Öl,,,,,,,,啤酒,,,
Berry,noun,,false,,,,,,,,,baies,,ovocné bobule,,Bær,,Beere,,,,,,,,,,,,baya,,,,,,,,,,baie,,,,,,,,,,,,,,,,Gyümölcs,a bogyót nem igazán használjuk így...,,,,,,,Bacca,bacche |,,,,,,,딸기 열매,,,,,,Uogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bär,,,,,,,,浆果,,,
Berry Farm,noun,Production Building - Frisians,false,,,,,,,,,Masoveria de baies,,sad ovocných bobulí,,Bærlandbrug,,Beerenzucht,,Αγρόκτημα Μούρων,,,,,,,,,,Granja de Bayas,,,,,,,,,Marjatarha,Ferme arboricole,,,,,,croit-dhearc,chroit-dhearc|croitean-dhearc,,,,,,,,,Gyümölcsös,,,,,,,,Fattoria di bacche,,ベリー農場,,,,,,딸기 열매 여름자리,,,,,,Uogų ūkis,,,,,,,,Buskenplanteree,,Bessenboerderij,,,,,,Plantacja jagód,,Plantação de Cerejeiras,,,,,,Ягодная ферма,,,,,,,,,,,,,,Bärodling,,,,,,,,浆果园,,,
Berry Farmer,noun,Worker - Frisians,false,,,,,,,,,Cultivador de baies,,sadař,,Bærlandmand,,Beerenzüchter,,Γεωργός Μούρων,,,,,,,,,,Cultivador de Bayas,,,,,,,,,Marjatarhuri,Arboriculteur cueilleur,,,,,,fear nan dearcan,,,,,,,,,,Gyümölcskertész,,,,,,,,Coltivatore di bacche,Bacchiatore?,ベリー農家,,,,,,딸기 열매 여름지기,,,,,,Uogų ūkininkas,,,,,,,,Buskenplanter,,Bessenboer,,,,,,Plantator jagód,,Agricultor,,,,,,Сборщик ягод,,,,,,,,,,,,,,Bärodlare,,,,,,,,浆果农场主,,,
Big Inn,noun,Production Building - Barbarians,false,,,,,Голям хан,,,,Hostal Gran,,Velký hostinec,,Storkro,,Gaststätte,,Μεγάλο Πανδοχείο,,,,,,,,,,Gran Posada,Edificio de producción - Bárbaros,,,,,,,Majatalo,,Grande auberge,,,,,,taigh-seinnse,thaigh-seinnse | taighe-sheinnse | taighean-seinnse | thaighean-seinnse,,,,,,,,,Nagy fogadó,,,,,,,,Locanda grande,,大食堂,,,,,,,,,,caupo,,Didelė smuklė,,,,,,Resturant,,Weertshuus,,Grote herberg,,,,,,Duża karczma,,Estalagem,,Grande Hospedaria,,,,Гостиница,,,,,,veľký hostinec,,,,,,,,Stort värdshus,,,,,,,,大客栈,,,
Black Currant,noun,Immovable - Frisians,false,,,,,,,,,Riber negre / riba negra,,černý rybíz,,Solbær,,Schwarze Johannisbeere,,Μαυροστάφυλο,,,,,,,,,,Grosella Negra,,,,,,,,,Mustaviinimarjapensas,Cassis,,,,,,preas dhearcan-dubha,,,,,,,,,,Fekete ribizli,,,,,,,,Ribes nero,,カシス,,,,,,,,,,,,,,,,,,,,Kakelbeei,Plural: Kakelbejen,Zwarte Bes,,,,,,Czarna porzeczka,,,,,,,,Черная смородина,,,,,,,,,,,,,,Svart vinbärsbuske,,,,,,,,黑醋栗，黑加仑。,,,
Blackroot,noun,Ware - Atlanteans,false,,,,,Черен корен,,,,Negrarrel,,rozrazil,,Rodfrugt,,Dunkelrübe,,Μαυρόριζα,,,,,,,,,,Raíz Negra,Mercancía - Atlantes,,,,,,,,,Racine noire,,,,,,freumhag,freumhag | freumhaige | freumhagan | fhreumhagan,,,,,,,,,Feketegyökér,,,,,,,,Radici nere,"Radice di culver, Veronicastrum virginicum",黒根,(元: 甘草) 多分 Pterocaulon を指す。正式な日本語名はヒレハリギク。(https://www.jstage.jst.go.jp/article/weed1962/22/1/22_1_39/_pdf) 中国語だと翼茎草(属)というくくりにはいるっぽい。,,,,,냉초,,,,radix nigra,,,,,,,,Svartrot,,Swartwuddels,,Helmkruid,,,,,,Czarny korzeń,,raiz negra,,Raiz Escura,,,,Козелец,(Note: https://wl.widelands.org/forum/topic/605/),,,,,čierny koreň,,,,,,,,Svartrot,,,,,,,,黑根,,,
Blackroot Farm,noun,Production Building - Atlanteans,false,,,,,Ферма за черен корен,,,,Masoveria de negrarrel,,pěstírna rozrazilu,,Rodfrugtlandbrug,,Dunkelrübenhof,,Αγρόκτημα Μαυρόριζας,,,,,,,,,,Granja de Raíz Negra,Edificio de producción - Atlantes,,,,,,,,Mustajuuriviljelmä,Ferme de racines noires,,,,,,tuathanas fhreumhagan,thuathanas fhreumhagan | tuathanais fhreumhagan | tuathanasan fhreumhagan | thuathanasan fhreumhagan,,,,,,,,,Feketegyökér ültetvény,,,,,,,,Fattoria di radici nere,,黒根農場,(元: 甘草園),,,,,,,,,,,,,,,,,Svartrotgård,,Swartwuddel-Buurderee,,Helmkruidkwekerij,,,,,,Farma czarnych korzeni,,quinta das raízes negras,,Fazenda de Raízes Escuras,,,,Козельцовая ферма,,,,,,čiernokoreňová farma,,,,,,,,Svartrotsodling,,,,,,,,黑根农场,,,
Blackroot Farmer,noun,Worker - Atlanteans,false,,,,,Фермер на черен корен,,,,Cultivador de negrarrel,,Pěstitel rozrazilu,,Rodfrugtavler,,Dunkelrübenbauer,,Γεωργός Μαυρόριζας,,,,,,,,,,Granjero de Raíz Negra,Trabajador - Atlantes,,,,,,,,Mustajuurenviljelijä,Fermier de racines noires,,,,,,tuathanach fhreumhagan,tuathanach fir. gin. ┐ iol. -aich,,,,,,,,,Feketegyökér termesztő,,,,,,,,Coltivatore di radici nere,,黒根農家,(元: 甘草農夫),,,,,,,,,agricola radicis nigrae,,,,,,,,Svartrotbonde,,Swartwuddel-Buur,,Helmkruidkweker,,,,,,Farmer czarnych korzeni,,agricultor das raízes negras,,Fazendeiro de Raízes Escuras,,,,Фермер козельца,,,,,,pestovateľ čierneho koreňa,,,,,,,,Svartrotsodlare,,,,,,,,黑根农夫,,,
Blackroot Flour,noun,Ware - Atlanteans,false,,,,,Брашно от черен корен,,,,Farina de Negrarrel,,drcený rozrazil,,Rodfrugtmel,,Dunkelrübenmehl,,Αλεύρι Μαυρόριζας,,,,,,,,,,Harina de Raíz Negra,Mercancía - Atlantes,,,,,,,Mustajuurijauho,,Farine de racine noire,,,,,,min-fhreumhaige,min boir. gin. -e,,,,,,,,,Feketegyökér liszt,,,,,,,,Farina di radici nere,,黒根粉,(元: 甘草粉),,,,,,,,,farina radicis nigrae,,,,,,,,Svartrotmel,,Swartwuddel-Mehl,,Helmkruidbloem,,,,,,Mąka korzenna,,farinha de raiz,,Farinha de Raiz Escura,,,,Козельцовая мука,,,,,,čiernokoreňová múka,,,,,,,,Svartrotsmjöl,,,,,,,,黑根粉,,,
Blacksmith,noun,"Worker - Barbarians, Frisians",false,,,,,Ковач,,,,Forjador,,kovář,,Smed,,Schmied,,Σιδηρουργός,,,,,,,,,,Herrero,Trabajador - Bárbaro,,,,,,,,Seppä,Ferronnier,,,,,,gobha,gobhainn| goibhnean,,,,,,,,,Kovács,(kovácsműhely lett),,,,,,,Fabbro ferraio,,鍛冶師,(メモ: 鍛冶職人),,,,,대장장이,,,,,,Kalvis,,,,,,Grovsmed,,Smidd,,Smid,,,,,,Kowal,,ferreiro,,Ferreiro,,,,Кузнец,,,,,,kováč,,,,,,,,Smed,,,,,,,,铁匠,,,
Blacksmithy,noun,Production Building - Frisians,false,,,,,,,,,Forja,,kovárna,kovárně |,Smedje,,Schmiede,,Σιδηρουργείο,,,,,,,,,,Herrería,,,,,,,,,Sepän paja,Ferronnerie,,,,,,ceàrdach gobhainn,cheàrdach gobhainn | ceàrdaich gobhainn | cheàrdaich gobhainn | ceàrdaichean gobhainn | cheàrdaichean gobhainn,,,,,,,,,Kovácsműhely,,,,,,,,Fucina,,鍛冶場,,,,,,대장간,,,,,,Kalvė,,,,,,,,Smede,,Smederij,,,,,,Kuźnia,,Ferreira,,,,,,Кузня,,,,,,,,,,,,,,Smedja,,,,,,,,铁匠铺,,,
Blackwood,noun,Ware - Barbarians,false,,,,,Черно дърво,,,,Fusta endurida,,tvrzené dřevo,,Hårdttræ,,Hartholz,,Πυρόξυλο,,,,,,,,,,Viga,Mercancía - Bárbaros,,,,,,,Lämpöpuu,,Bois dur,,,,,,fiodh cruaidhichte,fhiodh cruaidhichte | fiodha chruaidhichte | fiodhan cruaidhichte | fhiodha chruaidhichte | fhiodhan cruaidhichte,,,,,,,,,Edzett fa,,,,,,,,Legno temprato,Ex Legno trattato,黒材,,,,,,검은 나무,,,,,,,,,,,,Herdet tre,,Haartholt,,Rozenhout,"stdh: I don't associate ""Rozenhout"" with ""sturdy wood"".  Has been in Widelands for a long time, don't know where it comes from.

aa80: It makes no sense that Barbarians manufacture rosewood (""Rozenhout"") out of regular logs. Should we perhaps change ""Rozenhout"" to ""Gehard hout""?",,,,,Czarne drewno,,madeira queimada,,Madeira Escura,,,,Балка,,,,,,upravené drevo,,,,,,,,Härdat trä,,,,Чорне дерево,,,,黑檀木,,木板,
Blockhouse,noun,Military Building - Empire. Replaces Barracks.,false,,,,,Блокпост,,,,Barracó,"New ""Barracks"" will be translated as ""Quarter""",Malá pevnost,,Blokhus,,Baracke,zukünftige „Barracks“ werden „Kaserne“ genannt werden,Καταφύγιο,,,,,,,,,,Fortín,"Edifico militar - Imperio. Reemplaza ""Barracks"".",,,,,,,,,Caserne,,,,,,taigh-bloca,thaigh-bloca | taighe-bhloca | taighean-bloca | thaighean-bloca,,,,,,,,,Őrbódé,,,,,,,,Posto di guardia,,兵屋,一人用,,,,,사각 요새,,,,,,,,,,,,,,Wachters-Kamerke,,Blokhuis,,,,,,Ostróg,,blocausse,,,,,,Блокгауз,,,,,,,,,,,,,,Blockhus,,,,,,,,木质碉堡,,,
Blueberry Bush,noun,Immovable - Frisians,false,,,,,,,,,Nabinera,,borůvkový keř,,Blåbærbusk,,Blaubeerbusch,,Μπλε Βατομουριά,,,,,,,,,,Mata de Arándanos,,,,,,,,,,Buisson de myrtilles,,,,,,preas dhearcan-gorma,,,,,,,,,,Áfonyabokor,,,,,,,,Arbusto di mirtillo,Cespuglio di mirtilli,ブルーベリー畑,,,,,,파란 딸기 열매 덤불,,,,,,,,,,,,,,Bickbeei,Pl: Bickbejen,Bosbessenstruik,,,,,,Czarna jagoda,,,,,,,,Черничный куст,,,,,,,,,,,,,,Blåbärsris,,,,,,,,蓝莓树丛,"There are two types of blueberry plants: high bush, which can be domestically cultivated, and low bush or wild blueberries.",,
Boldreth,noun,Character - Barbarian (m.),false,,,,,Болдрет,,,,Boldreth,,Boldreth,,,,Boldreth,,Μπόλντρεθ,,,,,,,,,,Boldreth,Personaje - Bárbaros (masc.),,,,,,,,,Boldreth,,,,,,Boldrad,,,,,,,,,,Boldreth,,,,,,,,Boldreth,,ボルドレス,,,,,,,,,,,,,,,,,,,,Boldreth,,Boldreth,,,,,,Boldreth,,Bolderano,,,,,,Болдрет,Персонаж - Варвары,,,,,Boldreth,,,,,,,,Boldreth,,,,,,,,博尔德雷思,角色名音译。,,
Borassus Palm,noun,,false,,,,,,,,,Palmera de Cambodja,,lontarová palma,,,,Borassuspalme,,Φοινικιά,,,,,,,,,,,,,,,,,,,,Palmier,,,,,,,,,,,,,,,,Palmira-pálma,,,,,,,,Palma Borassus,,,,,,,,,,,,,,,,,,,,,,Borassus-Palme,,,,,,,,,,,,,,,,Пальмировая пальма,,,,,,,,,,,,,,Palmyrapalm,,,,,,,,糖棕榈树,,,
Bread,noun,"Ware - Atlanteans, Empire, Frisians, Amazons",false,,,,,Хляб,,Bara,,Pa,,chléb,,Brød,,Brot,,Ψωμί,,,,,,,,,,Pan,"Mercancía - Atlantes, Imperio",,,,,,,Leipä,,Pain,,,,,,aran,arain|,,,,,,,,,Kenyér,,,,,,,,Pane,,パン,,,,,,빵,,,,panis,,Duona,,,,,,Brød,,Brood,,Brood,,,,,,Chleb,,pão,,Pão,,,,Хлеб,,,,,,chlieb,,,,,,,,Bröd,,,,Хліб,,,,面包,,,
Bread Paddle,noun,"Ware - Tool - Atlanteans, Barbarians, Empire, Frisians",false,,,,,Лопата за хляб,,,,Pala de Forner,,lopata na chléb,,Brødspade,,Brotschieber,,Φτυάρι Φούρνου,,,,,,,,,,Pala de Horno,Mercancía - Herramienta.,,,,,,,,,Pelle à pain,,,,,,crann-arain,chrann-arain | crainn-arain | chrainn-arain,,,,,,,,,Péklapát,,,,,,,,Pala da fornaio,,ピール,(元: パンパドル) 釜内のパンを扱うパドル的な道具,,,,,빵 주걱,,,,,,Ližė duonai,,,,,,,,Broodschüppe,,Broodschep,,,,,,Łopata do chleba,,pá de forno,,Pá de padeiro,,,,Садник для выпечки,,,,,,pekárska lopata,,,,,,,,Brödspade,,,,,,,,面包桨,,,
Brewer,noun,"Worker - Barbarians, Empire, Frisians",false,,,,,Пивовар,,Breser,,Cerveser,,sládek,,Brygger,,Brauer,,Ζυθοποιός,,,,,,,,,,Cervecero,"Trabajador - Bárbaros, Imperio",,,,,,,Oluenpanija,,Brasseur,,,,,,leannair,fir. iol. -ean,,,,,,,,,Sörfőző,,,,,,,,Birraio,,醸造師,(元: 醸造職人),,,,,양조사,,,,cervisiae coquus,,Aludaris,,,,,,Brygger,,Broer,,Brouwer,,,,,,Piwowar,,cervejeiro,,Cervejeiro,,,,Пивовар,,,,,,pivovarník,,,,,,,,Bryggare,,,,,,,,酿酒师,,,
Brewery,noun,"Production Building - Barbarians, Empire, Frisians",false,,,,,Пивоварна,,Breserezh,,Cerveseria,,pivovar,,Bryggeri,,Brauerei,,Ζυθοποιεία,,,,,,,,,,Cervecería,"Edifico de producción - Bárbaros, Imperio",,,,,,,Panimo,,Brasserie,,,,,,taigh-grùide,thaigh-grùide | taighe-ghrùide | taighean-grùide,,,,,,,,,Sörfőzde,,,,,,,,Birreria,,醸造所,(元: 醸造工房),,,,,양조장,,,,fabrica cervisiae,,Alaus darykla,,,,,,Bryggeri,,Broeree,,Brouwerij,,,,,,Browar,,cervejeira,,Cervejaria,,,,Пивоварня,,,,,,pivovar,,,,,,,,Bryggeri,,,,,,,,啤酒坊,,,
Brick,noun,Ware - Frisians,false,,,,,,,,,Maó,,cihla,,Mursten,,Ziegel,Ziegelstein |,Τούβλο,,,,,,,,,,Ladrillo,,,,,,,,Tiili,,brique,,,,,,breige,bhreige | breigichean | bhreigichean,,,,,,,,,Tégla,,,,,,,,Mattone,,レンガ,,,,,,,,,,,,Plyta,,,,,,,,Backsteen,,Baksteen,,,,,,Cegła,,tijolo,,,,,,Кирпич,,,,,,,,,,,,,,Tegelsten,,,,,,,,砖,,,
Brick Kiln,noun,Production Building - Frisians,false,,,,,,,,,Bòbila,,cihelna,,Murstensovn,,Ziegelei,,Κάμινος Τούβλων,,,,,,,,,,Horno de Ladrillos,,,,,,,,Tiiliuuni,,briqueterie,,,,,,àth bhreigichean,àtha bhreigichean|àthan bhreigichean|,,,,,,,,,Téglaégető,,,,,,,,Fornace di mattoni,,レンガ焼窯,,,,,,,,,,,,Plytų degimo krosnis,,,,,,,,Backsteenbranneree,,Steenoven,,,,,,Cegielnia,,fábrica de tijolos,,,,,,Печь для обжига кирпича,,,,,,,,,,,,,,Tegelbruk,,,,,,,,砖窑,,,
Brickmaker,noun,Worker - Frisians,false,,,,,,,,,Artesà de maons,,cihlář,,Murstensarbejder,,Ziegler,,Τουβλοποιός,,,,,,,,,,Productor de Ladrillos,,,,,,,,Tiilentekijä,,briquetier,,,,,,fear nam breigichean,fhear nam breigichean | fir nam breigichean | fhir nam breigichean,,,,,,,,,Téglakészítő,,,,,,,,Mattonaio,,レンガ職人,,,,,,,,,,,,Plytų gamintojas,,,,,,,,Backsteenbranner,,Steenbakker,,,,,,Ceglarz,,artesão de tijolos,,,,,,Кирпичник,,,,,,,,,,,,,,Tegelbruksarbetare,,,,,,,,烧砖工人,,,
Briefing,noun,Scenario - The Green Plateau,false,,,,,Инструктаж,,,,Informe,,Instrukce,,,,Beratung,,Σύσκεψη,,,,,,,,,,Instrucciones,Escenario - La Meseta Verde,,,,,,,,,Réunion,,,,,,brath-ullachaidh,bhrath-ullachaidh |,,,,,,,,,Eligazítás,,,,,,,,Briefing,,,,,,,,,,,,,,,,,,,,,,Körte Instruksje,,,,,,,,,,instruções,,Sumário,,,,Инструктаж,,,,,,inštruktáž,,,,,,,,Genomgång,,,,,,,,简报,,,
Broad Ax,noun,Ware - Weapon - Barbarians,false,,,,,Широка брадва,,,,Destral Ampla,,Široká sekera,,Bredøkse,,Breitaxt,,Πλατύς Πέλεκυς,,,,,,,,,,Hacha Ancha,,,,,,,,,,Grande hache,"broad meens large in french, as larger, what is the best ? large or grande, wich is big or tall...  Broad question, isn't it ?",,,,,tuagh mhòr,thuagh mhòr | tuaighe mòr | tuaghan mòra | thuaghan mòra,,,,,,,,,Nagy fejsze,,,,,,,,Ascia larga,,幅広斧,(元: ブロードアックス),,,,,,,,,,,Plačiaašmenis kirvis,,,,,,Bred øks,,Brede Ext,,Brede Bijl,,,,,,Szeroki topór,,machado largo,,Machado largo,,,,Секира,,,,,,široká sekera,,,,,,,,Bredyxa,,,,Широка сокира,,,,板斧,,,
Broadsword,noun,Ware - Weapon - Frisians,false,,,,,,,,,Sabre,,široký meč,,Bredsværd,,Breitschwert,,Πλατύσπαθο,,,,,,,,,,sable,,,,,,,,Leveämiekka,,Glaive,,,,,,claidheamh-leathann,claidheamhan-leathann|,,,,,,,,,Pallos,,,,,,,,Spadone,,,,,,,,,,,,,,Plačiaašmenis kardas,,,,,,,,Bredes Sweert,,Slagzwaard,,,,,,Pałasz,,Sabre,,,,,,,,,,,,,,,,,,,,Huggsabel,,,,,,,,阔剑,,,
Bronze Ax,noun,Ware - Weapon - Barbarians,false,,,,,Бронзова брадва,,,,Destral de Bronze,,bronzová sekera,,Bronzeøkse,,Bronzeaxt,,Χάλκινος Πέλεκυς,,,,,,,,,,Hacha de Bronce,,,,,,,,,,Hache de bronze,,,,,,tuagh umha,thuagh umha | tuaighe umha | tuaghan umha | thuaghan umha,,,,,,,,,Bronz fejsze,(esetleg valamelyik szekerce?),,,,,,,Ascia di bronzo,,青銅斧,(元: ブロンズアックス),,,,,,,,,,,Bronzinis kirvis,,,,,,Bronseøks,,Koperext,,Bronzen Bijl,,,,,,Topór z brązu,,machado de bronze,,Machado de Bronze,,,,Бронзовый топор,,,,,,bronzová sekera,,,,,,,,Bronsyxa,,,,Бронзова сокира,,,,青铜斧,,,
Buckets,noun,Ware - Tool - Atlanteans,false,,,,,Кофи,,,,Poals,,kýble,kbelíky |,Spande,,Eimer,,Κουβάδες,,,,,,,,,,Cubos / baldes,,,,,,,,,,Seaux,,,,,,peilichean,,,,,,,,,,Vödrök,,,,,,,,Secchi,,バケツ,,,,,,,,,,situlae,sg. situla,Kibirai,,,,,,Bøtter,,Emmers,,Emmers,,,,,,Wiadra,,baldes,,Baldes,,,,Вёдра,,,,,,vedrá,,,,,,,,Hinkar,,,,,,,,水桶,,,
Builder,noun,"Worker - Atlanteans, Barbarians, Empire, Frisians, Amazons",false,,,,,Строител,,,,Constructor,,stavitel,"stavař | stavařka | u Frísanů ""stavař, u Amazonek ""stavařka""",Byggearbejder,,Bauarbeiter,,Χτίστης,,,,,,,,,,Constructor,amazons - constructora,,,,,,,Rakentaja,,Bâtisseur,,,,,,fear-togail,fhear-togail | fhir-thogail | fir-thogail | luchd-togail | tè-thogail,,,,,,,,,Építőmunkás,,,,,,,,Costruttore,,建築者,(元: 建築人),,,,,건축가,,,,"faber architectus (or) structor, is",,Statybininkas,,,,,,Bygger,,Baukeerl,,Bouwvakker,,,,,,Budowniczy,,construtor,,Construtor,,,,Строитель,,,,,,stavbár,,,,,,,,Byggare,,,,,,,,建筑工人,,,
Building Space,noun,,false,,,,,,,,,Espai per Construir,,stavební místo,,Byggeplads,,Bauplatz,,Οικοδομήσιμη Έκταση,,,,,,,,,,Zona de Construcción,,,,,,,,,,Espace de construction,,,,,,ionad togail,ionadan togail |,,,,,,,,,Beépíthető hely,,,,,,,,Spazio edificabile,,,,,,,,건물 공간,,,,,,,,,,,,,,Rüümte tum Bauen,,Bouwlocatie,,,,,,Miejsce na budowę,,terreno para construção,,Espaço de construção,,,,Место строительства,,,,,,stavebné miesto,,,,,,,,Byggnadsyta,,,,,,,,建筑空间,,,
